Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
@SUPREMESUCCESS4,"Leaders are agents of change — persons whose acts affect other people more than other people’s acts affect them.

Leadership occurs when one group member modifies the motivation or competencies of others in the group.

Thank you @MBuhari you are a true LEADER.

#COVID19Nigeria",2020-04-01 14:51:53,en,,1.0,0.0,,Lt. GENERAL FAUSIDEEN OLAsunkanmi SALAM,Losing ain't an option. My destination is at the top of the World. WORLD PEACE IS ACHIEVABLE.,8004.0,2519.0,123.0,140.0,1.0,False,,
@naiightt,@GodwinKanu7 @Onyema_Donald @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Lmaoo bro I’m on your side. 🤦🏽‍♀️🤦🏽‍♀️,2020-04-01 14:51:38,en,,0.0,0.0,@GodwinKanu7,nightmares 🔥,"video creator || Life is short, sample yo shit. #DontStopBelieving",13170.0,843.0,7220.0,7961.0,5.0,False,,
@ayoadegbenga21,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct @FMHDSD @Sadiya_farouq ..I thought the govt and @WHO have encouraged social distancing 
How have you identified the #PoorestPeople.
This is #Disturbing",2020-04-01 14:51:36,en,,0.0,0.0,@BashirAhmaad,Ayoade Gbenga,"Football Coach, Players' Rep, Writer, Traveller and Lover of Music",1076.0,154.0,3847.0,319.0,0.0,False,,
@SameBowale,"No Nigerian politician past or present can say he is better than Abacha.
It took @MBuhari more than 12 years to get to be called the President and is this what we deserve for giving him the chance?
Our brothers die everyday from insurgency
No infrastructures",2020-04-01 14:51:33,en,,0.0,0.0,,COVID_19,"🌍 MULTI-TALENTED AWARD WINNING SWEETEST TROUBLE MAKER | Let's have fun 
 

Contact: 0807 727 2151",1650.0,22.0,485.0,141.0,0.0,False,,
@ZinaSpeaks,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct This is a charade,2020-04-01 14:51:31,en,,0.0,0.0,@BashirAhmaad,PH MADE (ALPHA MALE),"Chief Press Secretary Abua/Odual LGA, Rivers state . Attorney . Leader .Politician .Social Commentator #SavedByGrace #IsignedUp4Greatness",43438.0,37608.0,4432.0,6436.0,12.0,False,,
@GideonOyinu,@BashirAhmaad @MBuhari @FMHDSD You people preached cashless policy and you are doing just the opposite...what kind of government is this for goodness sake...,2020-04-01 14:51:23,en,,0.0,0.0,@BashirAhmaad,gideon oyinu,"An amazing husband and father,a political scientist,serial entrepreneur,CEO flogid enterprises,a lover of God and humanity",298.0,72.0,1371.0,90.0,0.0,False,,
@Stephen55018411,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct This sadiya umar is a fully fulani, non social, islamist minded woman. She can travel to the south to share that money. The money will stop among her type.",2020-04-01 14:51:20,en,,0.0,0.0,@BashirAhmaad,Stephen Obinna,"Nice fellow! fun to be with, Always positive, detest crimes and criminality.
#stevo",8.0,10.0,25.0,7.0,0.0,False,,
@Femzyjay77,@renoomokri @MBuhari Billions billions for less than 200people even the infected people are millionaires if not billionaires !! And millions of people are locked down hungry even when we were going out seff Hunger Dey let alone lockdown time,2020-04-01 14:51:11,en,,0.0,0.0,@renoomokri,Lord Spencer,I am a good man with good intentions,3593.0,287.0,564.0,213.0,4.0,False,,
@nanyachibor,"@giwa_abdulazeez @TosinOlugbenga @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct How did you draw your conclusion?
That someone got a free data to log on to twitter doesn't make them rich, people get fine gift like, cloth hair etc snap with it and post it doesn't make them rich, some 5k to 10k phones can browse so how are they rich, stop the assumption.",2020-04-01 14:51:03,en,,0.0,0.0,@giwa_abdulazeez,NaNyA💛🌸,"A realist, Sociologist,love life and humanity.ladyprenuer, I make wig and     sell the best oil perfume.
Life is like a🎲",6557.0,3190.0,191.0,246.0,0.0,False,,
@ElekwaEmmy,@BashirAhmaad @MBuhari @FMHDSD A very good move. They should not forget the Niger DELTA people that lives in the most remote parts of the country that owns the wealth been shared..God will see us through,2020-04-01 14:50:42,en,,0.0,0.0,@BashirAhmaad,EMMY ELEKWA,"Invite me for public speaking, on CAREER CHOICE, PARENTING, RELATIONSHIPS and other issues of life.. Especially for the young people",799.0,1912.0,252.0,47.0,0.0,False,,
@justdanjuma,@renoomokri @Danzino007 @MBuhari 👍🏻👍🏻👍🏻👍🏻👍🏻,2020-04-01 14:50:26,und,,0.0,0.0,@renoomokri,Ju_mah™,,351.0,959.0,993.0,154.0,0.0,False,,
@ameenparees,"@Autan_Babanta @Donhot2 @elrufai @GovKaduna @MBuhari @NGRPresident @BashirAhmaad @Aasajoh @M_Serlees @Safreenarrhh @abdulmajidiya @Ladyposhhhhh @Fatymukaila @__bilqeesa @Zeeenarhg @mr_motion01 Let’s not scatter the table today 
May b another day 😂😂",2020-04-01 14:50:24,en,,0.0,0.0,@Autan_Babanta,THE LEARNER,🔴⚪️ #AFC ⚽... 👑 AL,30924.0,26733.0,3392.0,3363.0,2.0,False,,
@Kenbram2,@SympLySimi @MBuhari Go buy fuel u HV d money na wetin make m con do,2020-04-01 14:50:23,en,,0.0,0.0,@SympLySimi,Kenbram,"Contact 4 ur project research, project typing, photocopy, Seminar research, e.t.c 
contact 08064305733, 08057233666",87.0,51.0,162.0,7.0,0.0,False,,
@OLASHUBOMI_,"@segalink @davidbince @NGRPresident @MBuhari @jidesanwoolu @NigeriaPhcn @IkejaElectric @EKEDP @NCDCgov @PeterPsquare @Imamofpeace 
#COVIDー19 #COVID19 #AprilFoolsDay #3MCOMBATSCOVID19 #Nigeria #April2020 #WednesdayMotivation #COVID #ASUU https://t.co/LJhlLz28ek",2020-04-01 14:50:22,und,,1.0,1.0,@segalink,OLAMI⚽️,🔞,505.0,436.0,1734.0,1054.0,0.0,False,,
@EfebehF,@angelofphysics @MBuhari 🤣🤣🤣,2020-04-01 14:50:19,und,,0.0,0.0,@angelofphysics,Efebeh Akpevwe Frances,Simple and uncomplicated,49.0,235.0,337.0,12.0,0.0,False,,
@dondayo2,"@renoomokri @MBuhari Stanbic Bank Leaves Corps Members Stranded | Read this Heartfelt Message to the Federal Government | https://t.co/MQkHP2RzH8…
#CorpersNotPaid",2020-04-01 14:50:18,en,,0.0,0.0,@renoomokri,CROWN PRINCE☁️,just living by the moment..scroll n pass twitter,1808.0,1222.0,642.0,546.0,1.0,False,,
@QUEENDO19518015,@renoomokri @MBuhari God bless you sir,2020-04-01 14:50:18,en,,0.0,0.0,@renoomokri,Tacha's Benz 🔱🔱🔱,,9164.0,33725.0,3174.0,3667.0,0.0,False,,
@BadmusSteady,@BashirAhmaad @MBuhari Was that y she wasn't present at the presidential task force briefing and no representative either,2020-04-01 14:50:14,en,,0.0,0.0,@BashirAhmaad,Steadylove,"I love ma life, motivator, comic injector, historian. No is not acceptable, efforts brings results",923.0,543.0,1810.0,563.0,0.0,False,,
@Alleemahrez,"@bbchausa Pls #Nigeria @MBuhari we are in need of this money in other to reduce the pain nothing dey for my Area everything is dry..
Acc no.2179328655
Bank name. Zenith bank
Acc name. Aliyu Maharazu. Pls #nigeria",2020-04-01 14:50:12,en,,1.0,0.0,@bbchausa,Aliyu Maharazu,"“Alhmdllh..,🔴 #ManUtd ⚽️” IG @Alleemahrez.......... #Agriculturalist🌿🌾🍃🥀🌽 #kustie",11.0,3024.0,58.0,137.0,0.0,False,,
@surest_milli,"@MBuhari @MBuhari all the health care facilities still look unkept, what were the donated funds used for? @MBuhari",2020-04-01 14:50:08,en,,0.0,0.0,@MBuhari,Surest Milli,,24.0,102.0,18.0,4.0,0.0,False,,
@LouisDa82294960,@SympLySimi @MBuhari I wish he de hear😭😭😭😭😭no light no food am in pain,2020-04-01 14:50:07,en,,0.0,0.0,@SympLySimi,Louis Daniel,I love to pray and play bet lovable,8.0,0.0,75.0,1.0,0.0,False,,
@dheenylkhair,"@aliyusadiq_gky @HamzyCODE @adebotes @WHO @UN @miketerungwa @Fmohnigeria @ConnectedCathy @UNVolunteers @garbamusaSDGs @ibi_Babainna @GEJonathan @MBuhari @AlikoDangote @DangoteGroup 👍🏿👍🏿👍🏿

😂😂😂",2020-04-01 14:50:06,und,NG,0.0,0.0,@aliyusadiq_gky,⛔️Ibrahim M. S. 🇳🇬,Serial Volunteer | Activist |Environmentalist| Color Chemist|Abusite|Co-Founder @bfpinitiative. Social Media advocate @YouthAyosa|FTM Kaduna,18310.0,16292.0,1300.0,2191.0,5.0,False,,
@Akanopeacemaker,"@AOlufade @alabedeEmma @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Bro ni talk dat one at all, I have a bank account only God knows wen was the last time I have 5k in my account.
Me and u know dat d said money will not get to the less privileged. That money will not get to other states too.",2020-04-01 14:50:06,en,,1.0,0.0,@AOlufade,Farouk Abimbola  Abdulsalam,"Being myself and easy going guy.
A graduate of mathematics and statisticsdepartment from Futminna.
I'm a Muslim,Yoruba by tribe and a football lover.",545.0,746.0,1179.0,382.0,0.0,False,,
@brodah_kay,@fatok_11 @SympLySimi @MBuhari https://t.co/AylqKcoMOo,2020-04-01 14:49:59,und,,1.0,0.0,@fatok_11,Ola and 450 others,weirdo 🤡🤡,1383.0,7810.0,631.0,626.0,0.0,False,,
@chidubemisiani,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Truly Nigeria has failed us..,2020-04-01 14:49:58,en,,0.0,0.0,@BashirAhmaad,Chidubem Isiani,"inventory officer .
mechatronics engineering in view",306.0,384.0,872.0,96.0,0.0,False,,
@PRESTIGE_KTS,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Though he tried. But tell @MBuhari that all Nigerians are in hunger while hunger #HUVID_20 kills more than #COVID_19. Pls help us stay safe at home. #massesAreHungry,2020-04-01 14:49:58,en,,0.0,0.0,@BashirAhmaad,Kolawole Toyin Sulaiman,"A man of myself/ brotherhood.
I believe,  the sun ☀ is coming to bright 🔆the world,🌐",81.0,1079.0,237.0,33.0,0.0,False,,
@feeserh009,"@Tee_Classiquem1 @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Okay, so giving Abuja first is a wrong thing? Are they not Nigerians and in need? It's only logical because the money is coming out from there and Abuja is not like Eko, you should consider ""population"" and ""protocols"" which may be the delaying factors.",2020-04-01 14:49:58,en,,0.0,0.0,@Tee_Classiquem1,feesah009,,825.0,1077.0,361.0,291.0,7.0,False,,
@IfeyinwaIkem,@aiya_chris @SenTawfiq @JackObinyan @MBuhari Thank you Sir. Somebody will work in water board then go to aviation to collect salary. Jagajaga people. Better stop comparing governments cos you can’t compare citizens of the same countries.,2020-04-01 14:49:51,en,,0.0,0.0,@aiya_chris,ikem ifeyinwa,"positive proud NIGERIAN girl. An entrepreneur, wife and mother striving daily to make a difference.",314.0,601.0,128.0,94.0,0.0,False,,
@SholaSenate,"@0Oladipupo @BashirAhmaad @MBuhari @FMHDSD Don't get me wrong brother.  But the fact is that bcoz its a cash,  do u think what d govenemnt approved is what the most needy going to get?. It's wrong if that is what the government is doing.",2020-04-01 14:49:51,en,,0.0,0.0,@0Oladipupo,Shola,There are no success without sacrifice,3235.0,1924.0,672.0,144.0,0.0,False,,
@ajiboy_lovers,@DoSokanshosho @renoomokri @MBuhari Bro hope you remember me today,2020-04-01 14:49:28,en,,0.0,0.0,@DoSokanshosho,Ajiboy_united,Professional football,386.0,59016.0,508.0,160.0,0.0,False,,
@Damiankizito1,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Just look at what u guys are doing. Common sense no go allow una do things the right way. Displaying money like this aint what Nigerians want right now. Oga u guys should make provision of money to everybody through bank transfer. WTF is wrong with this country.,2020-04-01 14:49:25,en,,0.0,0.0,@BashirAhmaad,Damiankizito,Because I love football with passion,460.0,10641.0,438.0,62.0,0.0,False,,
@Adawajr,@omobabaijebu101 @SympLySimi @MBuhari Even for sango light dey like this 🤣,2020-04-01 14:49:24,en,,1.0,0.0,@omobabaijebu101,Gbajumo💫,"A seafarer, Civil Engineer and sports lover... I Stan Chelsea football club... I lost my previous account so hit the follow and get followed back.",2567.0,7441.0,867.0,294.0,0.0,False,,
@ashikogu,@KemiOlunloyo @HE_HopeUzodimma @Chikwe_I @MBuhari @WHONigeria @WHO @WHOAFRO @NCDCgov @SaharaReporters @aigmediaprotv @channelstv @MobilePunch @TravelGov @instablog9ja Imo has no COVID-19 case as at this time,2020-04-01 14:49:21,en,,0.0,0.0,@KemiOlunloyo,MBAZUIGWE DAVIDSON ASHIKOGU,POLITICAL ACTIVIST AND SOCIAL MEDIA INFLUENCER,90.0,29.0,130.0,19.0,0.0,False,,
@xpressionguy,@renoomokri @MBuhari Well said ohhhh,2020-04-01 14:49:14,en,,0.0,0.0,@renoomokri,Gustavo,Estate surveyor and valuer🏚🏠Photographer📸 lover of clothes👔🧥👖..God is the greatest,1130.0,1838.0,438.0,271.0,0.0,False,,
@IzugoLove,@saintPa96170886 @PDPVanguard @MBuhari Are they not buying exotic cars? Billions had been donated by individuals. Let them share from there.,2020-04-01 14:49:10,en,,0.0,0.0,@saintPa96170886,Izugo Love Chuks,Love is King,483.0,14.0,185.0,11.0,0.0,False,,
@Tehmedayour,@renoomokri @kokotee32 @MBuhari Wisdom,2020-04-01 14:49:04,en,,0.0,0.0,@renoomokri,DDB♎️,Actor • Freelance Journalist • Footballer • Libra • Introvert • Man United Fan • WareHouser •,3647.0,30769.0,5852.0,5741.0,1.0,False,,
@AmosuakinyemSAM,@BashirAhmaad @MBuhari COPY AND PASTE.,2020-04-01 14:48:56,en,CA,0.0,0.0,@BashirAhmaad,SAM GLOBAL VENTURES LTD.,"Your NAME is your IDENTITY- protect it! A 
Visioner, Entrepreneur, Scientist, Auditor & Writer.",6246.0,1051.0,421.0,300.0,0.0,False,,
@_BrightAdeleke,@IG__dururebirth @SympLySimi @MBuhari Tell em o,2020-04-01 14:48:51,en,,0.0,0.0,@IG__dururebirth,BRiGHT♥ IFB!,"Bright😎  ||
WhatsApp PR ||
Drummer🥁 ||
MUFC❤ ||
BSc- Biology Education














p.s i'm a guy while you're here just follow, I'd follow back😇",6799.0,17047.0,1168.0,1137.0,0.0,False,,
@Endo_Sentii,"Let government use this EFCC towers to isolation centre @MBuhari @nassnigeria , https://t.co/aywP7YBJfb",2020-04-01 14:48:50,en,,0.0,0.0,,ENDO,the light,13854.0,201.0,807.0,550.0,4.0,False,,
@DosYemisi,@renoomokri @MBuhari Do the billionaires has business with the masses? Hell NO!!! Everything in this country is eye service,2020-04-01 14:48:50,en,,0.0,0.0,@renoomokri,Toyin Dosunmu,what will be will be,403.0,795.0,304.0,70.0,0.0,False,,
@surest_milli,"@MBuhari Mr @MBuhari why don’t you do things properly, the people you’re leading ain’t blind",2020-04-01 14:48:44,en,,0.0,0.0,@MBuhari,Surest Milli,,24.0,102.0,18.0,4.0,0.0,False,,
@femoly2013,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Scam alert, only 5,000 in FCT. Idiots",2020-04-01 14:48:42,en,,0.0,0.0,@BashirAhmaad,OLU OMO,"An Entrepreneur, Financial Analyst and a chattered accountant",997.0,825.0,706.0,124.0,0.0,False,,
@FabunmiB,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Do you think we are fools, they want to use that opportunity to estort money from govt, is Abuja people poor?",2020-04-01 14:48:39,en,,0.0,0.0,@BashirAhmaad,fabunmi boluwatife,,70.0,407.0,198.0,31.0,0.0,False,,
@OSirrote1,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Fraud of the highest order.
Which way Nigerians?",2020-04-01 14:48:38,en,,0.0,0.0,@BashirAhmaad,OlukoyaOluwarotimi1,"# MIS Management information System. 
# Computer scientist. 
# Internet business. 
# Fabric business. 
# God's business.",746.0,5752.0,2436.0,1092.0,0.0,False,,
@markonichabor,"@renoomokri @MBuhari Exactly my point from day one I heard of those donating money and mores these monies are customers money deducted by the bank and giving it to a government who cares not. If they don't want to give their customers money, Donating 1B each could build hospitals all round Nigeria.",2020-04-01 14:48:38,en,,0.0,0.0,@renoomokri,Mark Onichabor,"Just being me. Loveable, friendly and God fearing.",6020.0,193.0,236.0,195.0,0.0,False,,
@OdeJahswill,"@BashirAhmaad @MBuhari @FMHDSD Na God go kill una, why not go to the remote place in the conutry Abuja for that matter. My friend go and sleep",2020-04-01 14:48:30,en,,0.0,0.0,@BashirAhmaad,five star General,"An information scientist with opitimize in mind,..  lovely days Ahead.. always my aspiration...",95.0,395.0,346.0,24.0,0.0,False,,
@Toluwalophe,"@yawazobiafm @renoomokri @NigeriaGov @NGRPresident @MBuhari 

This is how vulnerable (groups) in Nigeria are being given money.
Hope they wash and sanitize their hands before collecting money

But my question is this; how can a paralyzed &amp; blind persons that can't walk get this? https://t.co/sFHydWLy2B",2020-04-01 14:48:29,en,,0.0,0.0,@yawazobiafm,Tolulope,Capricorn✝️Jesus Follower✝️,1147.0,5991.0,1306.0,1051.0,1.0,False,,
@FranklynVal3,@SympLySimi @MBuhari That's Nigeria @SympLySimi,2020-04-01 14:48:28,en,,0.0,0.0,@SympLySimi,Franklyn Val3,God is my strength,1.0,1.0,84.0,1.0,0.0,False,,
@ceybarts,@renoomokri @MBuhari It's like a MMM something,2020-04-01 14:48:21,en,,0.0,0.0,@renoomokri,Ceybarts,,53.0,53.0,121.0,19.0,0.0,False,,
@jfkilcit,@SympLySimi @MBuhari They are bad souls,2020-04-01 14:48:21,en,,0.0,0.0,@SympLySimi,nawtiwhatsappgroup(dickmatizer),"🔞snapchat @creamiedude_x
EXPLORE UR SEXUALItY
#naughtywhatsappgroup
#hookups
#OGRies
To join Our XXX whatsappgroup 
🔞📩08145254859
100% privacy
ain't free",7963.0,2631.0,607.0,829.0,1.0,False,,
@AlutaTanko,@BashirAhmaad @MBuhari @FMHDSD Let's see aw you share this money to the 36states in Nigeria. What a disgraceful government. Its better Nigeria divides because nothing good can come out of this nation,2020-04-01 14:48:19,en,,0.0,0.0,@BashirAhmaad,Tanko Ayuba Gideon 🇳🇬⚪📸📽,"photographer📷|| Event Planner || An Actor ||
A lover of football & a Chelsea fc fan",349.0,137.0,2845.0,188.0,0.0,False,,
@fash360degree,"@naghajah @Queenzinni @MAmedeker @rabiumaude You are blessed Bro, you are not many who can see good things. @MBuhari is a reformer not a speaker. He's slowly clearing the mess here, unfortunately same mess is jollof for many with loud noise on social media.

It is well with you.

@ishakaa 
@Banjy47 pls bring some injections",2020-04-01 14:48:16,en,,3.0,3.0,@naghajah,Fash360degree,"Supply Chain Management, Entrepreneur.

Back to Tweeter for Real Issues with Positive Energy",25936.0,28833.0,1728.0,1600.0,3.0,False,,
@Lam_ire,@SympLySimi @MBuhari @MBuhari .,2020-04-01 14:48:15,und,,0.0,0.0,@SympLySimi,Irenitemi 🧚🏽‍♀️,Marquis || Media Girl || Content creator || VO Artist || I write when the spirit leads || Budding Events Producer :) Instagram @Lam.ire RIP Speedy,67079.0,16030.0,754.0,2064.0,18.0,False,,
@Affable_Israel,"@renoomokri @MBuhari The Funny Thing Is The Man You Spend Days Abusing And Insulting Is Not Responding To You. 
Ain't You Tired?",2020-04-01 14:48:12,en,,0.0,0.0,@renoomokri,Israel Eyesioh,"God Conscious.
Am very imaginative and
creative, but my down to earth
quality keeps my thoughts in a
realistic perspective.
 A Critical Thinker.",4800.0,894.0,298.0,302.0,1.0,False,,
@FrancisOgaga1,@renoomokri @MBuhari That common sense is not common to them at all!,2020-04-01 14:48:10,en,,1.0,0.0,@renoomokri,Segatron Frankie,I didn't bring sand to the beach. Eskimos come to me for ice and I sell sand to the Bedouins. Na GOD do am! PROUD PRODUCT OF GOD'S WONDERFUL GRACE,2873.0,245.0,4974.0,1933.0,0.0,False,,
@EsseOmena,@SympLySimi @MBuhari Do I know adding to our injury,2020-04-01 14:48:07,en,,0.0,0.0,@SympLySimi,Ubah Mervis,Be optimistic in all ur doings cause d sky is big enough to accommodate all our doing... God's is My strength,1141.0,2449.0,299.0,69.0,0.0,False,,
@KelvinOpus,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct This people I am seeing here cannot be the poorest Nigerians,2020-04-01 14:48:05,en,,0.0,0.0,@BashirAhmaad,Kelvin Opus,,327.0,5754.0,333.0,110.0,0.0,False,,
@the_ebinizeri,"@SympLySimi @MBuhari It's just a pity that whenever we tag Buhari here we are only talking to Tolu Ogunlesi. Buhari is just like John Snow, He knows nothing 🤦",2020-04-01 14:48:05,en,,1.0,0.0,@SympLySimi,Ebenezer Daramola,"I talk, write, train and do development. I'm a SDGs Advocate, I engage and influence #NYSC youths to act for #SDGs, aspiring lecturer of develpment and @LFC",1571.0,9058.0,1411.0,535.0,0.0,False,,
