pos,neg,neu,compound,Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
0.125,0.21,0.666,-0.7733,@dan_auta20,@PoliceNG @PoliceNG_CRU @MBuhari @ProfOsinbajo @DrIsaPantami See what a police man did to dis innocent man 2dy at Izom market in Niger state.Y won't they arrest or punish him for violating the rules? Why killing? Brother may Almighty Allah hv mercy on ur soul.😭😭😭 https://t.co/8R31Pa81UF,2020-04-01 22:31:40,en,,1.0,1.0,@PoliceNG,Your_Future_Husband,Fear of God is the Solution to our problems,327.0,215.0,144.0,24.0,0.0,False,,
0.0,0.344,0.656,-0.8126,@O_O_Lawrence,@BashirAhmaad @MBuhari @FMHDSD U see  how foolish  and useless u 're...can u explain to us how u identified the poorest people in Nigeria?,2020-04-01 22:31:27,en,,0.0,0.0,@BashirAhmaad,O.J,,76.0,385.0,70.0,6.0,0.0,False,,
0.0,0.0,1.0,0.0,@Mzr_islem,@doulnoun @Kessunberber @Idir31813318 @BentBladi0 @ZuhirBenslama @mustang_texas @djebarak @samah10102584 @dzmohammed39 @Sanstort1964 @AmirDjaouadi @aissamraghibi3 @timetwopanic6 @zeerzidane @TamaraTamara142 @epsilonov71 @MBuhari Je préfère pensée ça que de croire a un scénario apocalyptique loin d'être évident a mon avis.,2020-04-01 22:31:26,fr,,0.0,0.0,@doulnoun,Islem Mezouar,"I get up in the morning and, I go to bed at night. In between, I occupy myself as best I can. ♤",7197.0,10884.0,1829.0,417.0,1.0,False,,
0.441,0.0,0.559,0.7964,@realJBrian,@rotimidaddy_ @renoomokri @samnature20 @MBuhari Rotimi. Why all this wisdom? Wise man-like-Rotimi.,2020-04-01 22:31:22,en,,0.0,0.0,@rotimidaddy_,JBrian,"Two Ears, One Mouth | Listen More, Speak Less.",2712.0,1594.0,832.0,146.0,0.0,False,,
0.215,0.0,0.785,0.7269,@Princes26024499,@AishaYesufu @elrufai @MBuhari @PoliceNG @HQNigerianArmy @DefenceInfoNG Are you sure that he is still alive🙆‍♀️ my thoughts are with him and his family.  God will definitely arise to deliver him.,2020-04-01 22:31:19,en,,0.0,0.0,@AishaYesufu,Princess Lili,humanright activist.👍,240.0,40.0,46.0,11.0,0.0,False,,
0.0,0.0,1.0,0.0,@AhmedAb55252969,@BashirAhmaad @MBuhari @FMHDSD What up order state,2020-04-01 22:31:14,en,NG,0.0,0.0,@BashirAhmaad,COMRADE AHMED,youth activists  human rights and democracy advocate,762.0,861.0,829.0,103.0,1.0,False,,
0.067,0.057,0.876,0.1027,@Malam_Santalee,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Wallahi.
Wallahi.
Wallahi.
Una no even know where you are heading to.
May Allah (swt) guide you guys to the right path and may Allah protect us mu Kuma.

Just imagine.😔",2020-04-01 22:31:13,en,,0.0,0.0,@BashirAhmaad,Dracula_Untold.☠️,"-Estricto Rigido-
In an Open relationship.
Women Lover.👵
Politician in the making.
Coke addict.
Noise Maker.
Manchester United.🛑
#Abusite✨
Pharmacist to be!",5037.0,7225.0,2418.0,2819.0,0.0,False,,
0.159,0.076,0.764,0.3182,@Mike_fajoorAfc,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Who swear for us in this country like this?,2020-04-01 22:31:02,en,,0.0,0.0,@BashirAhmaad,Mike fajoor plato_jr.,"Political Scientist, Policy Analyst, Political Theorist, Web developer HTML CSS,  Able Minister of Reconciliation ,
Arsenal for life. #goonerfamily.",1259.0,129.0,1457.0,614.0,1.0,False,,
0.142,0.0,0.858,0.5106,@AishaYesufu,"It is 8 months and the government is not doing anything to rescue Dadiyata
#WhereIsDadiyata?
#AbductedAugust1st2019
@elrufai @MBuhari @PoliceNG @HQNigerianArmy @DefenceInfoNG https://t.co/2jkqZLvVtO",2020-04-01 22:31:00,en,,28.0,26.0,,Aisha Yesufu,"I do not do Labels. I am ME. I say it as it is. My mum says in my court nobody wins.
You would either love me or hate me and either one is perfectly okay!",269256.0,13945.0,389.0,173835.0,373.0,False,,
0.0,0.198,0.802,-0.8118,@princet83,"Every state in Nigeria will soon announce #COVIDー19 cases just to get their own cut of the billions..
I am yet to see such an irresponsible useless nation in the entire world!!
@MBuhari
@NGRPresident
@NigeriaGov
@uwakings1
@adeyanjudeji https://t.co/pfOmVlQ4qm",2020-04-01 22:31:00,en,,0.0,0.0,,Prince Obi,"Eye doctor,an entrepreneur exceptional!..His Grace is an ocean & I 'm sinking!!",14945.0,1667.0,268.0,358.0,16.0,False,,
0.212,0.065,0.723,0.596,@DayoJohn13,@SympLySimi @MBuhari Simi baby that is 9ja for you ooooo we are not organized at all in this country.. Imagine they want to increase electricity bills in this critical crisis.. Hmmm God bless Nigeria.,2020-04-01 22:30:59,en,,0.0,0.0,@SympLySimi,Dayo John,Always funny,56.0,12.0,49.0,8.0,0.0,False,,
0.237,0.0,0.763,0.4767,@zeekay_wisdom,@renoomokri @MBuhari Bros.  I voted for Atiku and I can proud of that....,2020-04-01 22:30:48,en,,1.0,0.0,@renoomokri,zeekayjabary,General Merchants!,1062.0,994.0,81.0,84.0,0.0,False,,
0.0,0.158,0.842,-0.4588,@last_of_d_ezehs,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Nigeria is a thing of ridicule, I wonder what the leaders take us for..",2020-04-01 22:30:32,en,,0.0,0.0,@BashirAhmaad,Nature,does it rily count.#teamjesus #fgckd2k11 #teamfollowback #teammanutd,4053.0,10315.0,422.0,240.0,0.0,False,,
0.0,0.0,1.0,0.0,@MallamPelliks,@JOSSYNigeria @cobinegbo @EditiEffiong @NCDCgov @MBuhari @JackMa You can message @NCDCgov via the Twitter inbox. They usually respond,2020-04-01 22:30:23,en,NG,0.0,0.0,@JOSSYNigeria,Felix  Abrahams Obi,"Health Policy, Systems & Financing Specialist advocating for Universal Health Coverage in LMICs. Poet, Physiotherapist, Photographer & Hiker!",29443.0,20675.0,2229.0,4634.0,189.0,False,,
0.0,0.0,1.0,0.0,@Bright67684599,@SympLySimi @MBuhari That is Nigeria for you!!,2020-04-01 22:30:09,en,,0.0,0.0,@SympLySimi,Bright,,3.0,9.0,90.0,1.0,0.0,False,,
0.0,0.0,1.0,0.0,@Idir31813318,"@BentBladi0 @Mzr_islem @Kessunberber @ZuhirBenslama @mustang_texas @djebarak @doulnoun @samah10102584 @dzmohammed39 @Sanstort1964 @AmirDjaouadi @aissamraghibi3 @timetwopanic6 @zeerzidane @TamaraTamara142 @epsilonov71 @MBuhari Il faut savoir que chez les orientaux le ramadan n'est pas obligatoire, je m'explique : chez un syrien où un irakien c'est mal vu de ne pas faire la prière mais les restaurants peuvent être ouverts ! Chez les occidentaux ( l'Afrique du Nord) c'est le contraire",2020-04-01 22:30:04,fr,,1.0,0.0,@BentBladi0,Idir,,3769.0,4361.0,12.0,45.0,0.0,False,,
0.157,0.122,0.721,0.2558,@JUzuegbu,"Not trying to suggest that Mr Integrity (@MBuhari) is corrupt but perhaps @SERAPNigeria can help us send out a FOI request let us know what ghost is receiving these conditional cash transfer. I say this because I don't know any ""poorest of poor"" person that has gotten this money. https://t.co/KUDNx3ihWH",2020-04-01 22:30:01,en,,0.0,0.0,,Johnson Uzuegbu,"A free mind. Anti-censorship, anti-Buhari and anti-Religion. Oh, and I follow back.",3623.0,2756.0,126.0,87.0,0.0,False,,
0.278,0.0,0.722,0.4019,@aDann_Official,"@renoomokri @MBuhari Yes sir..
First bank plc
3061340227",2020-04-01 22:29:56,en,,0.0,0.0,@renoomokri,Daniel Daniel,we are JED...a home for The Classic Man. all your custom-made wears is what we use to navigate you around your wardrobe content. call @ 09032376202,702.0,1934.0,1306.0,431.0,0.0,False,,
0.0,0.457,0.543,-0.7096,@eyeofthegods2,@PDPVanguard @DokunOjomo @MBuhari Buhari’s weakness and wickedness is legendary.,2020-04-01 22:29:51,en,,1.0,0.0,@PDPVanguard,eyeofthegods,,422.0,211.0,85.0,24.0,0.0,False,,
0.0,0.242,0.758,-0.872,@BabajideObaro,"@moneylineait @MBuhari @nancyilloh @OfficialAITlive You know d fear of hunger can  kill faster than d Coronavirus itself, of course that is what the Nigerians are avoiding.. Government should look into this and act fast about it.",2020-04-01 22:29:50,en,NG,0.0,0.0,@moneylineait,OBARO BABAJIDE,"Am so gentle, kind nd loving. 
Am a man of my words.",4.0,3.0,30.0,3.0,0.0,False,,
0.104,0.0,0.896,0.5007,@AishaYesufu,"You and I can be in Dadiyata's shoes tomorrow.  What will we wish done for us? Have we done it for him?
#WhereIsDadiyata?
#AbductedAugust1st2019
@elrufai @MBuhari @PoliceNG @HQNigerianArmy @DefenceInfoNG https://t.co/5AmGhSRidG",2020-04-01 22:29:49,en,,28.0,24.0,,Aisha Yesufu,"I do not do Labels. I am ME. I say it as it is. My mum says in my court nobody wins.
You would either love me or hate me and either one is perfectly okay!",269256.0,13945.0,389.0,173835.0,373.0,False,,
0.252,0.0,0.748,0.4019,@Muhammadu924,@NGRPresident @MBuhari May the Almighty Allah help us all,2020-04-01 22:29:48,en,,0.0,0.0,@NGRPresident,M.u.M./001,"kind, responsible and social.",1947.0,3469.0,1142.0,335.0,0.0,False,,
0.208,0.0,0.792,0.4939,@bablo008,"@SympLySimi @MBuhari Bcoz wen God said n d Bible  ( Let There be Light ), God waz not referring  to 9igeria.",2020-04-01 22:29:46,en,,0.0,0.0,@SympLySimi,Big Daddy C,"I know i wasn' t born wif a Silver Spoon, 
but someday, i know i will surely eat with a Golden spoon.",54.0,5.0,597.0,36.0,0.0,False,,
0.0,0.0,1.0,0.0,@Mzr_islem,@Kessunberber @BentBladi0 @Idir31813318 @ZuhirBenslama @mustang_texas @djebarak @doulnoun @samah10102584 @dzmohammed39 @Sanstort1964 @AmirDjaouadi @aissamraghibi3 @timetwopanic6 @zeerzidane @TamaraTamara142 @epsilonov71 @MBuhari Diet 🤔,2020-04-01 22:29:40,nl,,0.0,0.0,@Kessunberber,Islem Mezouar,"I get up in the morning and, I go to bed at night. In between, I occupy myself as best I can. ♤",7197.0,10884.0,1829.0,417.0,1.0,False,,
0.129,0.061,0.81,0.5193,@WolshOluwole,"@renoomokri @MBuhari I do not agree with you sir. So far, the best donation style is how Madam Folorunsho Alakija did hers via her famfa oil and rose of sharon foundation.",2020-04-01 22:29:25,en,,0.0,0.0,@renoomokri,Wolsh Oluwole,"Fellow, Institute of management consultant of Nigeria,

licenced and certified management consultant (ICMCI),

Statistician.",336.0,2113.0,43.0,22.0,0.0,False,,
0.123,0.206,0.671,-0.7733,@dan_auta20,@PoliceNG @PoliceNG_CRU @MBuhari @ProfOsinbajo @DrIsaPantami See what a police man did to dis innocent man 2dy at Izom market in Niger state.Y won't they arrest or punish him for violating the #StayAtHome rules? Why killing? Brother may Almighty Allah hv mercy on ur soul.😭😭😭 https://t.co/v1PcDXqdm0,2020-04-01 22:29:16,en,,0.0,0.0,@PoliceNG,Your_Future_Husband,Fear of God is the Solution to our problems,327.0,215.0,144.0,24.0,0.0,False,,
0.052,0.135,0.813,-0.7108,@Sola_omole,"@BashirAhmaad @MBuhari @FMHDSD This would have been a very massive opportunity to include this unbanked group of Nigerians into the financial system. The whole arrangement can be done such that they use USSD code to open accounts right there, get BVN done &amp; withdraw funds. What the hell is wrong with us!",2020-04-01 22:29:11,en,,0.0,0.0,@BashirAhmaad,Matt Olusola Omole,"Chartered Accountant by Training|Football Enthusiast|I don't want to impact my bank account alone, but lives|Saved by His grace|Nigeria will be great again!",3320.0,1226.0,918.0,229.0,0.0,False,,
0.0,0.0,1.0,0.0,@Omo_iyaibeji,@anomalos_ep @Nigeriancustoms @MBuhari Boss the rice don go since o dem don sell am,2020-04-01 22:29:09,en,,0.0,0.0,@anomalos_ep,Shapzy,Animal production and Health 🎓| #Futarian|#Agripreneur|Music and Sport lover.,1049.0,3329.0,173.0,142.0,0.0,False,,
0.0,0.0,1.0,0.0,@mz_iveren,@renoomokri @MBuhari 0110577635 Terver Iveren Union Bank,2020-04-01 22:28:58,en,,0.0,0.0,@renoomokri,Benue-Plateau,"Interior decorator, Network Marketer, 
Real Estate consultant,
Admin/Human Resource officer.
I follow back",413.0,915.0,545.0,502.0,0.0,False,,
0.0,0.0,1.0,0.0,@iamrfabulous,@BeautySIunit @SympLySimi @Kklazzique @MBuhari It is 11000 megawatt,2020-04-01 22:28:51,en,,0.0,0.0,@BeautySIunit,Fabulous 💙❤️,Followed back and let's have some fun 🖤❤️🤸🤸🤸,877.0,6744.0,1160.0,1326.0,1.0,False,,
0.0,0.0,1.0,0.0,@doulnoun,@Mzr_islem @Kessunberber @Idir31813318 @BentBladi0 @ZuhirBenslama @mustang_texas @djebarak @samah10102584 @dzmohammed39 @Sanstort1964 @AmirDjaouadi @aissamraghibi3 @timetwopanic6 @zeerzidane @TamaraTamara142 @epsilonov71 @MBuhari J'aime les optimistes !,2020-04-01 22:28:51,fr,,4.0,0.0,@Mzr_islem,younes,J'aime jusqu'à preuve du contraire !,2707.0,1490.0,55.0,46.0,0.0,False,,
0.0,0.211,0.789,-0.34,@Adeolu16572819,@tolanu4gud @renoomokri @NGRPresident @GarShehu @GEJonathan @MBuhari I can blame you guys,2020-04-01 22:28:25,en,,0.0,0.0,@tolanu4gud,Adeolu,,101.0,64.0,20.0,3.0,0.0,False,,
0.068,0.0,0.932,0.2444,@The_Seeker76,"@Suleima41681020 @BOGbadamosi @MBuhari Why were the air force helicopters not deployed from the night before till daybreak when the video was made?

The whole matter is befuddling wallahi!!!",2020-04-01 22:28:25,en,,2.0,2.0,@Suleima41681020,The Revolutionary Seeker (WAEC),A seeker of Truth. Caring father and husband. Ex banker and determined Nigerian entrepreneur.,159633.0,144849.0,14401.0,13100.0,9.0,False,,
0.048,0.216,0.735,-0.8544,@haruna_braimoh,@PDPVanguard @MBuhari The interesting aspect of idiocy is that it can be willingly acquired just to serve a stupid purpose!! Alas imbecility is inherent with no choice of acquisition as such the consequence is suffered by the owners of an Imbecilic human for life!! I empathize with root.,2020-04-01 22:28:22,en,,0.0,0.0,@PDPVanguard,AGGN(Good Governance),Public Affairs Analyst| Author| MD Theorach Nigeria Ltd.,55006.0,19989.0,941.0,2211.0,2.0,False,,
0.0,0.0,1.0,0.0,@AishaYesufu,"Dadiyata was taken from his house by gunmen 8 months ago.
#WhereIsDadiyata?
#AbductedAugust1st2019
@elrufai @MBuhari @PoliceNG @HQNigerianArmy @DefenceInfoNG https://t.co/4ZEzJOZDJe",2020-04-01 22:28:21,en,,31.0,17.0,,Aisha Yesufu,"I do not do Labels. I am ME. I say it as it is. My mum says in my court nobody wins.
You would either love me or hate me and either one is perfectly okay!",269256.0,13945.0,389.0,173835.0,373.0,False,,
0.247,0.0,0.753,0.7096,@KennedyOgide,"@renoomokri @MBuhari Even if I don't get it sir am already grateful. Thanks a lot for this.
2102836084
Ogide Prince Kennedy
UBA",2020-04-01 22:28:21,en,,0.0,0.0,@renoomokri,Ogide Prince Kennedy,,88.0,29.0,88.0,5.0,0.0,False,,
0.0,0.468,0.532,-0.6597,@aDann_Official,@AkpanComr @renoomokri @MBuhari e be things...national evil,2020-04-01 22:28:15,en,,0.0,0.0,@AkpanComr,Daniel Daniel,we are JED...a home for The Classic Man. all your custom-made wears is what we use to navigate you around your wardrobe content. call @ 09032376202,702.0,1934.0,1306.0,431.0,0.0,False,,
0.293,0.0,0.707,0.4404,@leinadsway,"@renoomokri @MBuhari Ajah Daniel
0032292008
Access bank
Thanks",2020-04-01 22:28:14,nl,,0.0,0.0,@renoomokri,ajah daniel,,251.0,41.0,129.0,91.0,0.0,False,,
0.186,0.077,0.737,0.4767,@GabrielOlaniyi4,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Stop sharing Cash ooooo. This is the sign of Freud. Transfer to individual account for proper account records. Thank,2020-04-01 22:28:11,en,,0.0,0.0,@BashirAhmaad,Gabriel Olaniyi,,83.0,1442.0,106.0,30.0,0.0,False,,
0.161,0.043,0.796,0.7269,@DammyFrancos,"@EmarIkoro @MalachyOdo1 @MBuhari I refuse to agree with you... Although, I don't believe in this country someone can become president and keep his face like a flint and do the necessary changes it needs and heaven won't fall... It's the will, it's the mind not to be selfish...",2020-04-01 22:28:10,en,,0.0,0.0,@EmarIkoro,Dammy Francos,"A passionate Network Marketing Entrepreneur, Committed to helping people break away from pay-cheque addiction.",26544.0,5377.0,642.0,293.0,1.0,False,,
0.0,0.0,1.0,0.0,@TheresaA11,@renoomokri @MBuhari @keystonebankng,2020-04-01 22:28:07,und,,0.0,0.0,@renoomokri,Teri dah bish,,1701.0,11431.0,90.0,268.0,0.0,False,,
0.05,0.131,0.819,-0.7108,@Sola_omole,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct This would have been a very massive opportunity to include this unbanked group of Nigerians into the financial system. The whole arrangement can be done such that they use USSD code to open accounts right there, get BVN done &amp; withdraw funds. What the hell is wrong with us!",2020-04-01 22:28:07,en,,0.0,0.0,@BashirAhmaad,Matt Olusola Omole,"Chartered Accountant by Training|Football Enthusiast|I don't want to impact my bank account alone, but lives|Saved by His grace|Nigeria will be great again!",3320.0,1226.0,918.0,229.0,0.0,False,,
0.14,0.0,0.86,0.4767,@aniekanbekeh,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Sir, with due respect, can this money be distributed to bank account with valid BVN?",2020-04-01 22:28:07,en,,0.0,0.0,@BashirAhmaad,anatomy textbook,"anatomist, gym instructor and a son... welcome to my official twitter account, if you follow, i follow back😉😉😉",547.0,274.0,696.0,267.0,0.0,False,,
0.358,0.0,0.642,0.4201,@UgwojiMike,@renoomokri @MBuhari I completely agree with you.,2020-04-01 22:28:00,en,,0.0,0.0,@renoomokri,Mike Ugwoji,,25.0,19.0,113.0,7.0,0.0,False,,
0.0,0.0,1.0,0.0,@Kessunberber,@Mzr_islem @doulnoun @Idir31813318 @BentBladi0 @ZuhirBenslama @mustang_texas @djebarak @samah10102584 @dzmohammed39 @Sanstort1964 @AmirDjaouadi @aissamraghibi3 @timetwopanic6 @zeerzidane @TamaraTamara142 @epsilonov71 @MBuhari 😂,2020-04-01 22:27:58,und,,0.0,0.0,@Mzr_islem,Avdenour l'AFRICAIN,"« c'est un exilé, un non-citoyen, ce qui lui ménage une certaine distance relativement à ceux qui sont plongés dans le feu de l'action »
De savoirs avide il fut",7302.0,3145.0,883.0,189.0,2.0,False,,
0.183,0.0,0.817,0.504,@Abdoul48625347,BABA we give you money for camping😂😂😂 and you are sharing money now when will it reach us abeg?? @MBuhari. https://t.co/7GL4s5rl3Y,2020-04-01 22:27:55,en,,1.0,0.0,,Abdoul🇳🇬,Alhamdulilah,35.0,2476.0,210.0,53.0,0.0,False,,
0.189,0.107,0.704,0.5229,@chiwiz16,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct We don’t even have shame in this country look at way money is been exposed like something else, like people who are in the interior village, its not disgusting.",2020-04-01 22:27:51,en,,0.0,0.0,@BashirAhmaad,chiwiz,,33.0,51.0,109.0,21.0,0.0,False,,
0.0,0.0,1.0,0.0,@Iamozil3,"@renoomokri @MBuhari 2088250952
UBA",2020-04-01 22:27:43,und,,0.0,0.0,@renoomokri,Iamozil,"excellent spirit
  
I'm a Realtor.
PWAN GROUP.

l*Longrich distributor
*Swissgarde distributor.",3003.0,4925.0,357.0,133.0,0.0,False,,
0.066,0.153,0.78,-0.5181,@ogejoel,"@classykayce @marvelchinonso @renoomokri @MBuhari @classykayce being financially down mean u are broke not poor. U said financially down at the moment,  that is to say u don't have enough to spend. Poor is totally different things.",2020-04-01 22:27:36,en,,1.0,0.0,@classykayce,ogejoel,,1456.0,121.0,450.0,103.0,0.0,False,,
0.188,0.066,0.746,0.5789,@AusuEmmanuel,"@NGRPresident @MBuhari Releasing 70,000 metrics tonnes of grains for distribution to the poor is good, but what is not good is who house is it diverting,",2020-04-01 22:27:33,en,,0.0,0.0,@NGRPresident,AsuzuEmmanuel,,86.0,4.0,495.0,60.0,1.0,False,,
0.0,0.0,1.0,0.0,@Kessunberber,@BentBladi0 @Mzr_islem @Idir31813318 @ZuhirBenslama @mustang_texas @djebarak @doulnoun @samah10102584 @dzmohammed39 @Sanstort1964 @AmirDjaouadi @aissamraghibi3 @timetwopanic6 @zeerzidane @TamaraTamara142 @epsilonov71 @MBuhari why?..,2020-04-01 22:27:32,und,,1.0,0.0,@BentBladi0,Avdenour l'AFRICAIN,"« c'est un exilé, un non-citoyen, ce qui lui ménage une certaine distance relativement à ceux qui sont plongés dans le feu de l'action »
De savoirs avide il fut",7302.0,3145.0,883.0,189.0,2.0,False,,
0.0,0.0,1.0,0.0,@Adeyemiblues4,@AbbaKiski @NCDCgov @foundation_ma @Fmohnigeria @FMICNigeria @Sadiya_farouq @nigerianports @LSMOH @DrEOEhanire @AfricaCDC @nighealthwatch @EpidAlert @WHONigeria @MBuhari You are absolutely right brother,2020-04-01 22:27:31,en,,1.0,0.0,@AbbaKiski,Abdullahi Adeyemi,"Am an easy going Guy, Calm and Cool Type. who Loved meeting new friends.
Am also a Blue fans 💙💙💙 Chelseafc for Life.",679.0,1727.0,3406.0,583.0,0.0,False,,
0.0,0.303,0.697,-0.8798,@AishaYesufu,"Dadiyata has missing for 8 months! 
Dadiyata has missing for 8 months! 
Dadiyata has missing for 8 months! 
Dadiyata has missing for 8 months! 
Dadiyata has missing for 8 months!
#WhereIsDadiyata?
#AbductedAugust1st2019
@elrufai @MBuhari @PoliceNG @HQNigerianArmy @DefenceInfoNG https://t.co/oIi4XRMiVq",2020-04-01 22:27:24,tl,,58.0,43.0,,Aisha Yesufu,"I do not do Labels. I am ME. I say it as it is. My mum says in my court nobody wins.
You would either love me or hate me and either one is perfectly okay!",269256.0,13945.0,389.0,173835.0,373.0,False,,
0.088,0.047,0.866,0.357,@am_mayor1,"We have decided not to die; we ask the government to give us 50k Each. We are not Joking.
#GiveUsFood
#GiveUs50kEach #CoronaVirusInNigeria  

@MBuhari
@ProfOsinbajo
@jidesanwoolu 
@davido
@TonyOElumelu
@AlikoDangote 
@hayurbami 
@Feezzy9 
@esanism 
@SaharaReporters 
@Imamofpeace",2020-04-01 22:27:19,en,,6.0,5.0,,Olajide Amidu Mayowa,,1122.0,136.0,563.0,217.0,3.0,False,,
0.026,0.098,0.876,-0.6844,@RMK_2023,"We ask @MBuhari to order for the release of Dadiyata. You defended  him.

We ask @elrufai. You defended him

We ask the @PoliceNG. You defended. them. 

We ask @Imamofpeace. You said it's a hate to your tribe. 

What do you want us to do?, remain mute?

NEVER!!!",2020-04-01 22:27:09,en,,16.0,6.0,,Kwankwasiyya_Empire 👑,"Where everything about Kwankwasiyya is brought.
 @AminuGwarzo_V  @RMK_Quotes",29077.0,24116.0,190.0,16413.0,3.0,False,,
0.217,0.0,0.783,0.3818,@ToluwalaseR,"@AishaYesufu @elrufai @MBuhari @PoliceNG @HQNigerianArmy @DefenceInfoNG Please what exactly happened to Dadiyaya? 
I want to know",2020-04-01 22:27:08,en,,0.0,0.0,@AishaYesufu,Toluwalase Inc,Constant Learner Of Life||Volunteer @UNVOnline|| Volunteer @SustyVibes||Environmentalist||Engineer⛑||supporter of @ManUTD & @realmadrid,12686.0,15441.0,3217.0,1127.0,2.0,False,,
0.359,0.0,0.641,0.4215,@Umkargee,@AM_Saleeem @MBuhari  and @Umkargee choose wisely,2020-04-01 22:27:08,en,,39.0,0.0,@AM_Saleeem,UMAR .A. KARGEE,"Trust easily, smile always and always want to make mah friends/ family happy",7036.0,16666.0,144.0,349.0,0.0,False,,
0.35,0.0,0.65,0.9641,@SADIQSNR,"@KemiAsekun @MBuhari You only need to ask yourself one very important question: What does my conscience say about my side of the divide? Your conscience, Ma, is your first true friend. All that agree with your first friend are the other friends. I dare say you have not lost a friend.",2020-04-01 22:27:04,en,,0.0,0.0,@KemiAsekun,Dankano,"Works and prays for a new Nigeria. Now that the supervisor for the project has commenced reconstruction, more work for all who desire a great Nigeria.",1160.0,5722.0,854.0,250.0,0.0,False,,
0.108,0.22,0.672,-0.7926,@yusuffhazeez,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct See the so called most poorest beneficiaries. I know deep down they are circulating this money among themselves.
The poorest don't wear those expensive attires. You guys need to be smart when planing such scam next time",2020-04-01 22:26:59,en,,0.0,0.0,@BashirAhmaad,Abdul_Hazeez,,227.0,100.0,65.0,21.0,0.0,False,,
0.097,0.0,0.903,0.4215,@planner4all,"@NCDCgov
@GboyegaOyetola
@NGRPresident
@MBuhari
@femigbaja
@bamidelesalamBS @inya01
@ProfOsinbajo
@ogundamisi
@seunokin
Is this information true?  🇳🇬🇳🇬🇳🇬🇳🇬👇👇👇👇👇👇👇👇👇👇👇👇👇

How 127 Ivory Coast returnees escalated Coronavirus in Osun - P.M. News https://t.co/vGkLq0Zr4Y",2020-04-01 22:26:51,en,,0.0,0.0,@NCDCgov,sumbo badmus M.,"Patriotism is supporting ur country all d time, & ur govt when it deserves it. 2survive in peace&harmony, united& strong, we must hav 1 pple, 1nation, one flag.",16924.0,298.0,347.0,141.0,1.0,False,,
0.056,0.142,0.802,-0.6369,@kitcchen,#DonaldJTrump #mazinnamdikanu #Mbuhari its only in the government led by Muhammad buhari administration an individual HUD a proposed money that was given by individuals and firms for support to fight Civid19 which were meant  to disburse to the public for feeding.. Dead nation.,2020-04-01 22:26:48,en,,0.0,0.0,,Caleb S Chukwuebuka,I am a pragmatic Leader with immeasurable administrative dexterity,59.0,31.0,444.0,22.0,0.0,False,,
0.231,0.0,0.769,0.5574,@InnocentOkk,@TosinOlugbenga @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct People of twitter are considered rich sir 😌,2020-04-01 22:26:45,en,,0.0,0.0,@TosinOlugbenga,INNOCENT OKEKE,"Data | Research | Technology | Future Tech | Business 
#MUFC #JESUS",2831.0,4152.0,1355.0,1057.0,0.0,False,,
0.2,0.0,0.8,0.3612,@Bernard19385950,"@renoomokri @MBuhari Bernard francis 
2217150637
Zenith bank. Thank u sir in advance",2020-04-01 22:26:41,en,,0.0,0.0,@renoomokri,Bernard Francis,A student,19.0,34.0,119.0,6.0,0.0,False,,
0.134,0.0,0.866,0.5423,@akindele355,@BashirAhmaad @MBuhari that is the reason someone should always wash hand also pls we are running out of food for this staying home let our government give us food to survive,2020-04-01 22:26:28,en,,0.0,0.0,@BashirAhmaad,Akin Dele,,12.0,0.0,31.0,11.0,0.0,False,,
0.0,0.325,0.675,-0.6486,@Sammykings13,"@SaintKay94 @renoomokri @MBuhari Oga no lie to yourself ooooo, u are poor for now.",2020-04-01 22:26:22,en,,0.0,0.0,@SaintKay94,kso,"just here to had fun. all na joke.
Manchester United, Real Madrid, music",1940.0,14100.0,2546.0,2252.0,0.0,False,,
0.057,0.038,0.905,0.204,@oshionjoe,"@Hawee007 Don't mind @BashirAhmaad. He is just trying to do his job, which is the most toughest job in the world (promoting and defending) the intellectually malnourished @MBuhari. He should explain to us how those on the register were identified.",2020-04-01 22:26:22,en,,0.0,0.0,@Hawee007,@oshionjoe,Life is a long journey between Human being and Being Human,383.0,184.0,437.0,39.0,0.0,False,,
0.0,0.0,1.0,0.0,@mhizprospect,"@renoomokri @MBuhari 3030333460
Polaris  (Skye) bank",2020-04-01 22:26:07,da,,0.0,0.0,@renoomokri,Prospect,"+2348070908227 add up for all kind of Voguish @ affordable price 

LC",919.0,6972.0,1385.0,1272.0,1.0,False,,
